18,18,0.5000000000000001
17,17,0.5
10,10,0.5
10,10,0.7397664356753204
17,17,0.5
10,10,0.8289728748825358
13,13,0.5
17,17,0.5
2,2,0.5
13,13,0.5
13,13,0.5
13,13,0.5
10,10,0.5
6,6,0.5
17,17,0.5
17,17,0.6023273731836838
6,6,0.5
17,17,1.0
6,6,0.559591983073279
6,6,0.8111661974737547
18,18,3.5
13,13,0.7925773095859654
17,17,0.5
2,2,0.5
13,13,1.1452203534823049
18,18,3.088361055966594
2,2,0.7377319174371397
13,13,0.5909814409037306
10,10,0.5
6,6,0.5
13,13,0.5300598401201579
18,18,4.383576305741684
17,17,0.5
18,18,2.7900848135662137
17,17,0.5
6,6,0.5
2,2,0.5
10,10,0.5
17,17,0.5
13,13,0.5
13,13,0.9063613303422038
6,6,0.5
10,10,0.5
18,18,4.102296091714301
13,13,0.5
10,10,0.9935266323954473
6,6,0.5
13,13,0.5
6,6,0.7413150710450367
6,6,0.5523780830117033
17,17,0.5
2,2,0.5
10,10,0.5
17,17,0.5665503071987814
2,2,0.9871068436673767
2,2,0.8090856678111606
6,6,0.5
2,2,0.5
13,13,0.7039404504413618
18,18,2.5
13,13,0.5
17,17,0.5
10,10,0.5
6,6,0.5
13,13,0.5
10,10,0.5
17,17,0.5
13,13,0.5
2,2,0.5
13,7,26.408314864622042
18,18,7.307702221325684
18,18,5.509341748514068
2,2,0.5
6,6,0.5
2,2,0.7734331013854252
6,6,0.5
18,18,6.259422531736583
10,10,0.5
6,6,0.5
2,2,0.5
18,18,6.881921616633722
2,2,0.5
18,18,5.2562108925297615
10,10,0.5
18,18,4.4692508100857395
18,18,3.1292768079951188
13,13,0.5
18,18,2.157491890805005
18,18,1.7881625270129788
2,2,0.5
6,6,0.5
10,10,0.5
17,17,0.5
6,6,0.5
2,2,0.5
2,2,0.5
18,18,4.170855107388213
2,2,0.5
17,17,0.5
18,18,6.056330793680019
10,3,24.989830230265355
13,13,0.5
13,3,21.575928189386786
6,6,0.5
17,17,0.5
2,2,0.5
6,6,0.5
13,13,0.5
2,2,0.5
6,6,0.5955600082474959
2,2,0.539398713452897
13,13,0.5
17,17,0.5
2,2,0.5
17,17,0.9845248881985995
10,10,0.5
13,13,0.5
6,6,0.5
2,2,0.5
6,6,0.5
13,13,0.5
17,17,0.5
2,2,0.5
13,13,0.5
6,6,0.5
17,17,0.5
17,17,1.0
10,10,0.5
13,13,0.5
13,13,0.5353393803128625
10,10,0.5
2,2,0.5
17,17,0.5
10,10,0.7024500955310344
2,2,0.9308656968552285
17,17,0.5
18,18,1.0
2,2,0.5
6,3,13.462459676187308
17,17,0.7541787763489509
6,3,3.3829755683791944
6,6,0.8317433479855509
13,13,0.5
6,6,0.9088374290715322
18,18,3.0809869007578214
13,13,0.5
2,2,0.4999999999999929
10,10,0.5
13,13,0.5
2,2,0.5
6,6,0.5
13,13,0.5
17,17,0.5
6,6,0.9890632957579726
13,13,0.8923299408046432
17,17,0.6862325682126453
18,18,6.883486800620659
6,6,0.5
17,17,0.5
10,10,0.5
6,6,0.7988575304068206
18,18,5.061601248518187
10,10,0.54997491321177
6,6,1.1356902129014657
13,13,0.5
18,18,3.32996714865898
6,6,1.245651384250607
10,10,0.5
10,10,0.6694231332031961
10,10,0.800294154242053
13,13,0.5
18,18,3.8709819972223443
17,17,0.5
18,18,3.8369595935323844
10,10,0.5
18,18,4.118819601978004
13,13,0.5
18,18,4.20518187739728
13,13,0.9159645297800552
2,2,0.5
17,17,0.5
6,6,0.5
18,18,4.837794419183794
13,13,0.5
18,18,5.458713026759085
10,10,0.5
2,2,0.5
13,13,0.5
2,2,0.5
13,11,9.256491085765333
6,6,0.5
13,13,0.5
18,18,7.707694078067021
6,6,0.5
18,18,6.3880327226923015
6,6,0.5
17,17,1.0
13,13,0.5
2,2,0.5
13,13,0.5
10,10,0.5
17,17,0.5
18,18,8.335002245175076
6,6,0.5
18,18,7.885814809895322
10,10,0.8170901953960623
6,6,0.852160519564265
17,17,0.5
18,18,8.62711946475872
2,2,0.5
17,17,0.5
6,6,0.5
17,17,0.5
18,18,5.6619194228232175
10,10,0.5
18,18,5.222378383353984
6,6,0.5
17,17,0.5
6,6,0.5
18,18,5.84682779108536
6,6,0.5
10,10,0.5
18,18,1.5548622576898765
2,2,0.5
13,13,0.5
10,10,0.5
18,18,1.5426969070669259
6,6,0.5
10,10,0.36136397018985633
18,18,3.9131689393845335
18,18,3.6753190646093685
2,2,0.5
10,10,0.5
2,2,0.8965700367485283
2,2,0.5532725746767824
18,18,3.8925320308399165
2,2,0.5270279298204628
6,6,0.5
18,18,3.651805981355537
17,17,0.5
13,13,0.5
10,10,0.5
17,17,0.5
2,2,0.5
18,18,2.757393712103692
13,13,0.9831436880629241
18,18,1.926452320219795
17,17,0.5667416076557004
17,17,0.9689878720072329
18,18,1.4242994349834532
6,6,0.5
17,17,1.2925839891548918
17,17,1.661261441569252
2,2,0.5
17,17,1.8281497159720033
13,13,0.5
18,18,1.5
6,6,0.5
18,18,1.8448933456439676
17,17,2.1773819175801776
2,2,0.5
10,10,0.5
6,6,0.982487696572619
18,18,3.5855015873599
10,10,1.3062686869543825
18,18,2.520377731024908
2,2,0.5
13,13,0.5
6,6,0.5
17,17,0.5
18,18,3.0216256620200994
13,13,0.5
13,13,0.9940252324384176
17,17,1.0
2,2,0.5
10,3,26.909435796842786
17,17,0.6723365382854354
18,18,4.415256052798227
18,18,4.177589930007542
10,3,16.646332905695886
6,3,7.582282287876339
17,17,0.5
17,17,0.9138968437720365
13,13,0.5
18,18,5.527650547704866
17,17,1.1100990169288423
10,10,0.5
17,17,1.557503546261458
17,17,1.6792886146770627
2,2,0.5
18,18,6.478237796761789
13,13,0.5
18,18,5.281713003925191
2,2,0.5
17,17,0.5
10,10,0.5
2,2,0.5
6,6,0.5
10,10,0.5
10,10,0.5
18,18,0.5
13,13,0.5
18,18,0.5
13,13,0.5
17,17,0.5
2,2,0.5
17,17,0.5
6,6,0.5
13,13,0.5
6,6,0.5
6,6,0.6905505508513698
17,17,0.5
18,18,1.5
17,17,0.5
13,13,0.5
17,17,0.45613103712172176
6,6,0.5
17,17,0.5
18,18,2.4066877861315845
17,17,0.9961558540761644
18,18,1.349090208896854
17,17,0.5
18,18,1.0
10,10,0.5
6,6,0.5
17,17,0.5
13,13,0.5
6,6,0.5
18,18,1.9999999999999858
6,6,0.5
2,2,0.5
17,17,0.5
2,2,1.2176253985696235
17,17,0.5
2,2,1.0987244566011043
6,6,0.5
17,17,0.6177757507201136
10,10,0.5
17,17,0.5
10,10,0.5
17,17,0.5
18,18,4.194973088711151
10,10,0.8200350048148266
10,10,0.8460348085742737
10,10,1.3221108583164494
6,6,0.5
2,2,0.5
2,2,0.5
13,3,41.661419751392145
17,17,0.5659451895604946
13,3,32.55364783617412
10,3,29.41212188100569
2,2,0.5
10,3,21.56863272039628
6,6,0.5
13,13,0.5
10,3,16.35249237337645
6,6,0.5
13,13,0.6832579934176977
6,6,0.9548518804542141
13,13,0.7191543606870141
18,18,7.9216034030805815
10,10,0.5
6,6,0.5
18,18,1.82677752665046
2,2,0.5
17,17,0.5
2,2,0.9004832668872496
17,17,0.8583265897423757
10,10,0.5
10,10,0.5
6,6,0.5
10,10,0.5
6,6,0.9275050180592359
2,2,0.5
13,13,0.5
17,17,1.0
10,10,0.5
6,6,0.5
17,17,1.2699678218649524
17,17,1.4204536335840316
2,2,0.5
18,18,3.5
18,18,3.521233575830223
2,2,0.5
13,13,0.5
2,2,0.5
